id,name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,"RHEUMATOLOGY,",SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),"UROLOGY,",VASCULAR SURGERY,id
81,Blayney Multi Purpose Service,3 Osman Street,Blayney,NSW,2799,02 6368 9000,-33.537728,149.248988,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30080
82,Blue Mountains Hospital,Lot 3 Woodlands Road,Katoomba,NSW,2780,02 4784 6500,-33.705329,150.32111,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30081
83,Boddington Hospital,46-53 Hotham Avenue,Boddington,WA,6390,08 9883 4444,-32.803715,116.475774,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30082
84,Boggabri Multi Purpose Service,3 Wee Waa Street,Boggabri,NSW,2382,02 6749 7000,-30.711502,150.040014,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30083
85,Bombala Multi Purpose Service,126-128 Wellington Street,Bombala,NSW,2632,02 6458 5777,-36.917513,149.235372,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30084
86,Bonalbo Hospital,Clarence Way,Bonalbo,NSW,2469,02 6665 1203,-28.733777,152.622789,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30085
87,Booleroo Centre District Hospital and Health Services,Stephens Street,Booleroo Centre,SA,5482,08 8667 2211,-32.877911,138.350958,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30086
88,Boonah Hospital,11-17 Leonard Street,Boonah,Qld,4310,07 5463 3300,-27.999128,152.678943,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30087
89,Boorowa Multi Purpose Service,62-80 Dry Street,Boorowa,NSW,2586,02 6385 3004,-34.442822,148.727073,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30088
90,Boort District Health,31 Kiniry Street,Boort,Vic,3537,03 5451 5200,-36.111703,143.727285,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30089
91,Bordertown Memorial Hospital,23 South Terrace,Bordertown,SA,5268,08 8752 9000,-36.312133,140.766438,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30090
92,Bourke Multi Purpose Service,26 Tarcoon Street,Bourke,NSW,2840,02 6870 8888,-30.092823,145.947983,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30091
93,Bourke Street Health Service,234 Bourke Street,Goulburn,NSW,2580,02 4823 7800,-34.748721,149.719321,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30092
94,Bowen Hospital,Gregory Street,Bowen,Qld,4805,07 4786 8222,-20.007104,148.240327,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30093
95,Bowral Hospital,Lot 3 Mona Road,Bowral,NSW,2576,02 4861 0200,-34.485043,150.423796,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30094
96,Box Hill Hospital,8 Arnold Street,Box Hill,Vic,3128,1300 342 255,-37.813682,145.119094,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30095
97,Boyup Brook Soldiers Memorial Hospital,Hospital Road,Boyup Brook,WA,6244,08 9765 0222,-33.839231,116.390639,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30096
98,Braeside Hospital,340 Prairie Vale Road,Prairiewood,NSW,2176,02 9616 8600,-33.861917,150.902192,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30097
99,Braidwood Multi Purpose Service,77 Monkittee Street,Braidwood,NSW,2622,02 4842 2566,-35.443216,149.805302,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30098
100,Brewarrina Multi Purpose Service,56 Doyle Street,Brewarrina,NSW,2839,02 6830 5000,-29.961627,146.863796,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30099
101,Bridgetown Hospital,16-18 Peninsula Road,Bridgetown,WA,6255,08 9782 1222,-33.951681,116.132183,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30100
102,Brindabella Endoscopy and Day Surgery Centre,"Suite 7, 5 Dann Close",Garran,ACT,2605,02 6282 7788,-35.3495,149.1031,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30101
103,Brisbane Endoscopy Services,Suites 16-18/259 McCullough Street,Sunnybank,Qld,4109,07 3344 1844,-27.572418,153.061985,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30102
104,Brisbane Private Hospital,259 Wickham Terrace,Brisbane,Qld,4000,07 3834 6111,-27.464756,153.022642,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103
105,Brisbane Waters Private Hospital,21 Vidler Avenue,Woy Woy,NSW,2256,02 4341 9522,-33.495233,151.321708,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30104
106,Broadmeadows Health Service,35 Johnstone Street,Broadmeadows,Vic,3047,03 8345 5000,-37.684321,144.913106,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30105
107,Broken Hill Hospital,176 Thomas Street,Broken Hill,NSW,2880,08 8080 1333,-31.947609,141.454703,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30106
108,Broome Hospital,Robinson Street,Broome,WA,6725,08 9194 2222,-17.960975,122.236289,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30107
109,Bruce Rock Memorial Hospital,35 Dunstall Street,Bruce Rock,WA,6418,08 9061 1311,-31.873038,118.146414,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30108
110,Buderim Gastroenterology Centre,"Suite 5, 102 Wises Road",Maroochydore,Qld,4558,07 5475 4464,-26.671731,153.084944,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30109
111,Buderim Private Hospital,12 Elsa Wilson Drive,Buderim,Qld,4556,07 5430 3303,-26.683988,153.092895,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30110
112,Bulahdelah Hospital,Richmond Street,Bulahdelah,NSW,2423,02 4987 9900,-32.403949,152.210029,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30111
113,Bulli Hospital,Hospital Road,Bulli,NSW,2516,02 4284 4344,-34.336667,150.907344,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30112
114,Bunbury Hospital,Corner of Robertson Drive and Bussell Highway,Bunbury,WA,6230,08 9722 1000,-33.366986,115.648183,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30113
115,Bundaberg Base Hospital,Bourbong Street,Bundaberg,Qld,4670,07 4150 2222,-24.868877,152.336157,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30114
116,Bundoora Extended Care Centre,1231 Plenty Road,Bundoora,Vic,3083,03 9495 3100,-37.701124,145.055569,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30115
117,Burnside War Memorial Hospital,120 Kensington Road,Toorak Gardens,SA,5065,08 8202 7222,-34.927126,138.638878,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30116
118,Burra Hospital,46 Commercial Street,Burra,SA,5417,08 8892 2300,-33.685486,138.934577,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30117
119,Busselton Health Campus,Mill Road,Busselton,WA,6280,08 9753 6000,-33.654351,115.319581,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30118
120,Byron Central Hospital,54 Ewingsdale Road,Ewingsdale,NSW,2481,02 6639 9400,-28.637365,153.555898,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30119
121,Caboolture Hospital,McKean Street,Caboolture,Qld,4510,07 5433 8888,-27.080776,152.963623,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30120
122,Caboolture Private Hospital,McKean Street,Caboolture,Qld,4510,07 5495 9400,-27.080318,152.963628,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30121
123,Cabrini Brighton,243 New Street,Brighton,Vic,3186,03 9508 8777,-37.91165,144.991572,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30122
124,Cabrini Health Elsternwick Rehabilitation - Glenhuntly Rd,494 Glenhuntly Road,Elsternwick,Vic,3185,03 9508 5200,-37.88543,145.009328,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30123
125,Cabrini Health Elsternwick Rehabilitation - Hopetoun,2-6 Hopetoun Street,Elsternwick,Vic,3185,03 9508 5100,-37.884778,145.01039,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30124
126,Cabrini Malvern,183 Wattletree Road,Malvern,Vic,3144,03 9508 1222,-37.861641,145.0335,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30125
127,Cabrini Prahran,646 High Street,Prahran,Vic,3181,03 95081000,-37.854034,145.009017,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30126
128,Cairns Day Surgery,156-160 Grafton Street,Cairns,Qld,4870,07 4051 5454,-16.918973,145.771955,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30127
129,Cairns Hospital,The Esplanade,Cairns,Qld,4870,07 4226 0000,-16.912537,145.768522,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30128
130,Cairns Private Hospital,1 Upward Street,Cairns,Qld,4870,07 4052 5200,-16.918854,145.772282,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30129
131,Caloundra Hospital,West Terrace,Caloundra,Qld,4551,07 5436 8500,-26.800582,153.119759,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30130
132,Caloundra Private Clinic,96 Beerburrum Street,Caloundra,Qld,4551,07 5491 1522,-26.782379,153.125534,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30131
133,Calvary Central Districts Hospital,25-37 Jarvis Road,Elizabeth Vale,SA,5112,08 8250 4111,-34.75542,138.656221,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30132
134,Calvary Health Care Bethlehem,152 Como Parade West,Parkdale,Vic,3195,03 9596 2853,-37.896962,145.013415,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30133
135,Calvary Health Care Riverina,Hardy Avenue,Wagga Wagga,NSW,2650,02 6925 3055,-35.118702,147.352811,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30134
136,Calvary Health Care Tasmania - Lenah Valley Campus,49 Augusta Road,Lenah Valley,Tas,7008,03 6278 5333,-42.866099,147.303614,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30135
137,Calvary Health Care Tasmania - St John's Campus,30 Cascade Road,South Hobart,Tas,7004,03 6323 7444,-42.895314,147.305975,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30136
138,Calvary Health Care Tasmania - St Luke's Campus,24 Lyttleton Street,Launceston,Tas,7250,03 6335 3333,-41.433895,147.149521,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30137
139,Calvary Health Care Tasmania - St Vincent's Campus,5 Frederick Street,Launceston,Tas,7250,03 6332 4999,-41.441013,147.141308,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30138
140,Calvary Hospital,91-101 Rocky Point Road,Kogarah,NSW,2217,02 9553 3111,-33.976132,151.136206,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30139
141,Calvary John James Hospital,173 Strickland Crescent,Deakin,ACT,2600,02 6281 8100,-35.319869,149.095662,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30140
142,Calvary Mater Newcastle Hospital,20 Edith Street,Waratah,NSW,2298,02 4921 1211,-32.899371,151.720858,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30141
143,Calvary North Adelaide Hospital,89 Strangways Terrace,Nth Adelaide,SA,5006,08 8239 9100,-34.910003,138.589095,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30142
144,Calvary Private Hospital Bruce,Corner of Belconnen Way and Haydon Drive,Bruce,ACT,2617,02 6201 6363,-35.252882,149.088646,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30143
145,Calvary Public Hospital,Haydon Drive,Bruce,ACT,2617,02 6201 6111,-35.253321,149.089654,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30144
146,Calvary Rehabilitation Hospital,18 North East Road,Walkerville,SA,5081,08 8168 5700,-34.891739,138.611481,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30145
147,Calvary Wakefield Hospital,300 Wakefield Street,Adelaide,SA,5000,08 8405 3333,-34.927689,138.611154,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30146
148,Camden Hospital,65 Menangle Road,Camden,NSW,2570,02 4634 3000,-34.062702,150.693297,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30147
149,Campbell Town Multi Purpose Service,70 High Street,Campbell Town,Tas,7210,03 6774 8000,-41.926339,147.493107,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30148
150,Campbelltown Hospital,Therry Road,Campbelltown,NSW,2560,02 4634 3000,-34.077651,150.806321,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30149
151,Campbelltown Private Hospital,42 Parkside Crescent (Corner of Hyde Street),Campbelltown,NSW,2560,02 4621 9111,-34.075607,150.804948,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30150
152,Canberra Imaging Group Angiography/Interventional Suite,173 Strickland Cresent,Deakin,ACT,2600,02 6203 2092,-35.318557,149.096004,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151
153,Canossa Private Hospital,169 Seventeen Mile Rocks Road,Oxley,Qld,4075,07 3717 5555,-27.554703,152.963716,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30152
154,Canowindra Hospital,Browns Avenue,Canowindra,NSW,2804,02 6340 3033,-33.557204,148.676576,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30153
155,Canterbury Hospital,575 Canterbury Road,Campsie,NSW,2194,02 9787 0000,-33.919592,151.098275,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30154
156,Capricorn Coast Hospital,8 Hoskyn Drive,Yeppoon,Qld,4703,07 4913 3000,-23.143888,150.734519,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30155
157,Caritas Christi Hospice [Kew],104 Studley Park Road,Kew,Vic,3101,03 9231 5000,-37.804706,145.015557,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30156
158,Carnarvon Hospital,Cleaver Street,Carnarvon,WA,6701,08 9941 0555,-24.886592,113.658993,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30157
159,Casey Hospital,52 Kangan Drive,Berwick,Vic,3806,03 8768 1200,-38.045325,145.347181,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30158
160,Casino Hospital,Hotham Street,Casino,NSW,2470,02 6662 2111,-28.859839,153.035827,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30159
161,Casterton Memorial Hospital,63-69 Russell Street,Casterton,Vic,3311,03 5554 2555,-37.589989,141.392283,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30160
162,Castle Hill Day Surgery,72-74 Cecil Avenue,Castle Hill,NSW,2154,02 8850 0500,-33.73507,151.004099,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30161
163,Castlecrag Private Hospital,150 Edinburgh Road,Castlecrag,NSW,2068,02 9935 0200,-33.801822,151.217045,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30162
164,Castlemaine Health,142 Cornish Street,Castlemaine,Vic,3450,03 5471 1555,-37.052539,144.212315,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30163
165,Caulfield Hospital,260-294 Kooyong Road,Caulfield,Vic,3162,03 9076 6000,-37.882707,145.016892,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30164
166,Ceduna District Health Service,3 Eyre Highway,Ceduna,SA,5690,08 8626 2110,-32.119099,133.672317,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30165
167,Central Coast Day Hospital,"Suite 1, Fountain Corporate, 2 Ilya Avenue",Erina,NSW,2250,02 4367 3880,-33.439692,151.384354,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30166
168,Central Gippsland Health Service [Maffra],48 Kent Street,Maffra,Vic,3860,03 5147 0100,-37.961032,146.983487,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30167
